text,clause_type,label
"Subject to the terms herein, indemnification for third-party claims and losses",Indemnity,8
"For the avoidance of doubt, party shall from and hold harmless indemnify claims",Indemnity,8
Indemnity survives termination of agreement,Indemnity,8
Indemnity covers legal fees and damages,Indemnity,8
Protection against liability arising from negligence,Indemnity,8
"Subject to the terms herein, party shall indemnify and hold harmless from claims",Indemnity,8
Indemnity covers legal fees and damages,Indemnity,8
The parties agree that indemnification for third-party claims and losses,Indemnity,8
Indemnity survives termination of agreement,Indemnity,8
Indemnity survives termination of agreement,Indemnity,8
"Notwithstanding anything to the contrary, indemnity survives termination of agreement",Indemnity,8
Mutual indemnity for breach of obligations,Indemnity,8
The parties agree that indemnity covers legal fees and damages,Indemnity,8
Indemnification third-party claims and losses,Indemnity,8
The parties agree that party shall indemnify and hold harmless from claims,Indemnity,8
The parties agree that indemnification for third-party claims and losses,Indemnity,8
Indemnified party entitled to defense costs,Indemnity,8
Protection against liability arising from negligence,Indemnity,8
Party will indemnify and hold harmless from claims,Indemnity,8
Indemnity covers legal fees and damages,Indemnity,8
indemnified entitled to defense costs,Indemnity,8
PROTECTION AGAINST LIABILITY ARISING NEGLIGENCE FROM,Indemnity,8
Indemnity covers legal fees and damages,Indemnity,8
"Subject to terms herein, mutual indemnity for breach of obligations",Indemnity,8
Indemnity survives termination of agreement,Indemnity,8
"Notwithstanding anything to the contrary, indemnity survives of agreement",Indemnity,8
"For the avoidance of doubt, indemnity covers legal fees and damages",Indemnity,8
Indemnification for third-party claims and losses,Indemnity,8
"Notwithstanding anything to the contrary, mutual indemnity for breach of obligations",Indemnity,8
Indemnification third-party for claims and losses,Indemnity,8
For the avoidance of indemnity covers legal fees and damages,Indemnity,8
Party shall indemnify and hold harmless from claims,Indemnity,8
The parties agree that indemnity survives termination of agreement,Indemnity,8
Indemnity covers legal fees and damages,Indemnity,8
INDEMNIFICATION THIRD-PARTY FOR CLAIMS AND LOSSES,Indemnity,8
It is understood that party shall indemnify and hold harmless from claims,Indemnity,8
losses for third-party claims and Indemnification,Indemnity,8
INDEMNITY SURVIVES TERMINATION OF AGREEMENT,Indemnity,8
Indemnified party entitled to defense costs,Indemnity,8
"Notwithstanding anything to the contrary, indemnified party entitled to defense costs",Indemnity,8
It is understood survives indemnity that termination of agreement,Indemnity,8
Non-compete restrictions in specified geographical area,Non-Compete,9
Employee shall not compete for 12 months,Non-Compete,9
"Notwithstanding to the contrary, non-compete applies within 50 mile radius",Non-Compete,9
Non-compete applies within mile 50 radius,Non-Compete,9
Non-compete restrictions in specified geographical area,Non-Compete,9
"Subject to the terms herein, restriction on competitive activities during and after employment",Non-Compete,9
"Subject to the terms herein, no solicitation of clients or employees",Non-Compete,9
Non-compete applies within 50 mile radius,Non-Compete,9
Non-compete applies within 50 mile radius,Non-Compete,9
"Notwithstanding anything to the contrary, breach of non-compete results in injunctive relief",Non-Compete,9
The parties agree that restriction competitive activities during and after employment,Non-Compete,9
restriction on competitive activities during and after employment,Non-Compete,9
Employee shall not compete for 12 months post-termination,Non-Compete,9
The parties agree that no solicitation of clients or employees,Non-Compete,9
Breach of non-compete results in injunctive relief,Non-Compete,9
Non-compete applies within 50 mile radius,Non-Compete,9
Non-compete restrictions in specified geographical area,Non-Compete,9
RESTRICTION ON COMPETITIVE ACTIVITIES DURING AND AFTER EMPLOYMENT,Non-Compete,9
"For the avoidance of doubt, no solicitation of clients or employees",Non-Compete,9
Non-compete applies within 50 mile radius,Non-Compete,9
It is understood that employee shall not compete for 12 months post-termination,Non-Compete,9
No solicitation of clients or employees,Non-Compete,9
"For the avoidance of doubt, employee shall not compete for 12 months post-termination",Non-Compete,9
Restriction and competitive activities during on after employment,Non-Compete,9
non-compete applies within 50 mile radius,Non-Compete,9
No employees of clients or solicitation,Non-Compete,9
Non-compete restrictions in specified geographical area,Non-Compete,9
"Subject to the herein, non-compete restrictions in specified geographical area",Non-Compete,9
"For the avoidance of doubt, non-compete applies within 50 mile radius",Non-Compete,9
"Subject to the terms herein, non-compete applies within 50 mile radius",Non-Compete,9
NON-COMPETE IN RESTRICTIONS SPECIFIED GEOGRAPHICAL AREA,Non-Compete,9
"Notwithstanding anything to non-compete contrary, the covenant enforceable for reasonable period",Non-Compete,9
The parties agree that restriction on competitive activities during and after employment,Non-Compete,9
non-compete restrictions in specified area,Non-Compete,9
"For the avoidance of doubt, employee shall not compete for 12 months post-termination",Non-Compete,9
"For the avoidance of doubt, non-compete restrictions in specified geographical area",Non-Compete,9
Non-compete covenant enforceable for reasonable,Non-Compete,9
"Subject to the terms herein, non-compete covenant enforceable for reasonable period",Non-Compete,9
It is understood that no solicitation of or clients employees,Non-Compete,9
"Subject to the terms herein, breach of non-compete results in injunctive relief",Non-Compete,9
no solicitation of or clients employees,Non-Compete,9
"Subject to the terms herein, breach of non-compete results in injunctive relief",Non-Compete,9
The parties agree that non-compete restrictions in specified geographical,Non-Compete,9
"Subject to the terms herein, breach of non-compete results in injunctive relief",Non-Compete,9
no solicitation of employees or clients,Non-Compete,9
Employee shall not compete for 12 months post-termination,Non-Compete,9
Employee not compete for 12 months post-termination,Non-Compete,9
No solicitation of clients or employees,Non-Compete,9
Breach of non-compete results in injunctive relief,Non-Compete,9
Breach non-compete results in injunctive relief,Non-Compete,9
"Subject to the terms herein, employee shall not compete for 12 months post-termination",Non-Compete,9
Breach of non-compete results in injunctive relief,Non-Compete,9
non-compete covenant enforceable for reasonable period,Non-Compete,9
Breach of non-compete results in injunctive relief,Non-Compete,9
non-compete applies radius 50 mile within,Non-Compete,9
Restriction on competitive activities during and after employment,Non-Compete,9
It is understood that no solicitation of clients or employees,Non-Compete,9
It is understood that employee shall not compete for 12 months post-termination,Non-Compete,9
"For the of doubt, non-compete applies within 50 mile radius",Non-Compete,9
It is understood that non-compete applies within 50 mile radius,Non-Compete,9
BREACH OF NON-COMPETE RESULTS IN INJUNCTIVE RELIEF,Non-Compete,9
"Notwithstanding anything to the contrary, non-compete restrictions in specified geographical area",Non-Compete,9
Non-compete applies within 50 mile radius,Non-Compete,9
Non-compete restrictions in specified geographical area,Non-Compete,9
Non-compete covenant enforceable for reasonable period,Non-Compete,9
employee shall not compete for 12 months post-termination,Non-Compete,9
Employee shall not compete for 12 months post-termination,Non-Compete,9
breach of non-compete results in injunctive relief,Non-Compete,9
Non-compete covenant enforceable for reasonable period,Non-Compete,9
of solicitation No clients or employees,Non-Compete,9
Non-compete restrictions specified geographical area,Non-Compete,9
"50 anything to the contrary, non-compete applies within Notwithstanding mile radius",Non-Compete,9
"Notwithstanding to anything the contrary, non-compete applies within 50 mile radius",Non-Compete,9
Breach of non-compete results in injunctive relief,Non-Compete,9
Restriction on competitive activities during and after employment,Non-Compete,9
It is understood that non-compete applies 50 mile radius,Non-Compete,9
"Notwithstanding anything to the contrary, employee shall not compete for 12 months post-termination",Non-Compete,9
The parties agree that no solicitation of clients or employees,Non-Compete,9
